,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2477,2,2013-09-12,83,63,73,M,58,64,0,8,-,-, ,M,0.06,29.34,29.97,6.8,34,9.8
2478,1,2013-09-13,67,52,60,-5,45,52,5,0,0529,1807, ,0.0,0.0,29.41,30.13,10.7,1,11.5
2479,2,2013-09-13,67,54,61,M,45,53,4,0,-,-, ,M,0.005,29.47,30.12,12.8,1,13.5
2480,1,2013-09-14,72,47,60,-4,43,52,5,0,0530,1805, ,0.0,0.0,29.36,30.1,4.7,21,5.9
2481,2,2013-09-14,72,51,62,M,41,52,3,0,-,-, ,M,0.0,29.44,30.11,5.3,19,6.3
2482,1,2013-09-15,62,56,59,-5,52,55,6,0,0531,1803,RA BR,0.0,0.65,29.34,30.06,1.1,2,5.4
2483,2,2013-09-15,62,58,60,M,51,55,5,0,-,-,RA DZ BR,M,0.24,29.41,30.06,0.4,19,5.1
2484,1,2013-09-16,64,51,58,-6,47,52,7,0,0532,1760, ,0.0,0.0,29.59,30.3,9.7,3,10.8
2485,2,2013-09-16,64,55,60,M,47,53,5,0,-,-, ,M,0.005,29.65,30.29,11.4,3,12.8
2486,1,2013-09-17,71,49,60,-4,51,56,5,0,0533,1758, ,0.0,0.0,29.49,30.23,7.0,13,7.6
2487,2,2013-09-17,70,53,62,M,49,55,3,0,-,-, ,M,0.005,29.55,30.23,7.2,12,8.2
2488,1,2013-09-18,81,60,71, 7,60,64,0,6,0535,1756, ,0.0,0.55,29.26,30.01,8.7,18,9.0
2489,2,2013-09-18,82,62,72,M,58,62,0,7,-,-,TS HZ,M,0.51,29.35,30.02,6.7,17,9.1
2490,1,2013-09-19,84,69,77,14,68,70,0,12,0536,1755,TS TSRA RA FG BR HZ,0.0,0.84,29.14,29.87,8.3,16,10.6
2491,2,2013-09-19,84,70,77,M,66,69,0,12,-,-,RA BR HZ,M,0.005,29.21,29.87,7.8,16,10.0
2492,1,2013-09-20,76,58,67, 5,60,63,0,2,0537,1753, ,0.0,0.005,29.08,29.8,10.1,26,11.0
2493,2,2013-09-20,77,59,68,M,59,63,0,3,-,-, ,M,0.02,29.15,29.8,10.3,26,11.2
2494,1,2013-09-21,67,52,60,-2,48,53,5,0,0538,1751, ,0.0,0.0,29.17,29.87,9.6,33,10.0
2495,2,2013-09-21,67,51,59,M,46,53,6,0,-,-, ,M,0.0,29.23,29.87,9.0,33,9.5
2496,1,2013-09-22,67,49,58,-4,47,52,7,0,0539,1749, ,0.0,0.0,29.3,30.01,6.2,4,7.5
2497,2,2013-09-22,67,49,58,M,45,51,7,0,-,-, ,M,0.0,29.36,30.01,4.8,5,6.8
2498,1,2013-09-23,67,46,57,-4,48,53,8,0,0540,1748, ,0.0,0.0,29.34,30.06,4.9,10,6.1
2499,2,2013-09-23,67,50,59,M,45,52,6,0,-,-, ,M,0.0,29.41,30.06,6.8,11,7.6
2500,1,2013-09-24,70,49,60,-1,49,54,5,0,0541,1746, ,0.0,0.0,29.26,30.0,6.2,10,8.0
2501,2,2013-09-24,91,52,72,M,48,54,5,0,-,-, ,M,0.0,29.33,30.0,5.8,9,7.7
2502,1,2013-09-25,70,51,61, 0,52,56,4,0,0542,1744, ,0.0,0.0,29.23,29.95,4.8,5,5.7
2503,2,2013-09-25,71,56,64,M,51,56,1,0,-,-, ,M,0.0,29.29,29.95,5.9,6,6.6
2504,1,2013-09-26,75,50,63, 3,52,58,2,0,0543,1742,BR,0.0,0.0,29.34,30.04,3.8,8,4.2
2505,2,2013-09-26,75,55,65,M,52,58,0,0,-,-, ,M,0.0,29.4,30.04,4.1,9,4.6
2506,1,2013-09-27,81,52,67, 7,51,57,0,2,0544,1741, ,0.0,0.0,29.38,30.09,7.0,13,7.4
2507,2,2013-09-27,80,57,69,M,48,57,0,4,-,-, ,M,0.0,29.44,30.09,6.6,12,7.3
2508,1,2013-09-28,84,55,70,11,56,62,0,5,0545,1739,RA BR,0.0,0.2,29.24,29.98,10.9,19,12.7
2509,2,2013-09-28,85,58,72,M,54,61,0,7,-,-,RA BR,M,0.02,29.31,29.98,10.2,18,11.3
2510,1,2013-09-29,68,51,60, 1,49,54,5,0,0546,1737,RA BR,0.0,0.18,29.29,30.01,6.0,36,7.6
2511,2,2013-09-29,84,53,68,M,48,54,5,0,-,-,RA BR,M,0.22,29.36,30.01,6.3,36,7.8
2512,1,2013-09-30,74,47,61, 2,49,55,4,0,0547,1735, ,0.0,0.0,29.21,29.93,5.8,19,6.2
2513,2,2013-09-30,76,50,63,M,47,55,2,0,-,-, ,M,0.0,29.28,29.93,4.2,19,4.9
2514,1,2013-10-01,79,62,71,13,62,65,0,6,0548,1734,BR,0.0,0.0,29.21,29.92,12.5,22,12.2
2515,2,2013-10-01,79,62,71,M,61,64,0,6,-,-,BR HZ,M,0.0,29.28,29.92,11.9,21,11.5
2516,1,2013-10-02,76,62,69,11,50,59,0,4,0549,1732,BR,0.0,0.0,29.31,30.02,4.7,7,6.4
2517,2,2013-10-02,77,64,71,M,50,59,0,6,-,-,BR HZ,M,0.0,29.37,30.02,5.2,7,7.3
2518,1,2013-10-03,78,60,69,12,65,67,0,4,0550,1730,RA DZ FG+ BR,0.0,0.12,29.19,29.91,7.4,19,7.9
2519,2,2013-10-03,78,64,71,M,65,67,0,6,-,-,RA DZ FG+ BR HZ,M,0.8,29.26,29.91,7.1,19,7.7
2520,1,2013-10-04,74,65,70,13,65,66,0,5,0552,1729,RA BR,0.0,0.005,29.23,29.94,2.6,12,6.2
2521,2,2013-10-04,76,66,71,M,64,66,0,6,-,-,BR HZ,M,0.0,29.29,29.94,2.0,16,6.0
2522,1,2013-10-05,80,61,71,14,66,68,0,6,0553,1727,TSRA BR,0.0,0.82,29.11,29.84,5.2,19,6.4
2523,2,2013-10-05,81,65,73,M,66,68,0,8,-,-,BR HZ,M,0.68,29.18,29.83,6.7,19,8.1
2524,1,2013-10-06,64,45,55,-1,44,49,10,0,0554,1725,RA,0.0,0.09,29.02,29.75,8.7,25,9.5
2525,2,2013-10-06,76,48,62,M,44,50,10,0,-,-,RA DZ BR,M,0.06,29.1,29.76,10.1,25,10.6
2526,1,2013-10-07,68,45,57, 1,45,50,8,0,0555,1724, ,0.0,0.005,29.23,29.92,6.1,28,9.0
2527,2,2013-10-07,67,45,56,M,44,50,9,0,-,-, ,M,0.0,29.3,29.94,6.3,26,9.1
2528,1,2013-10-08,75,43,59, 3,48,53,6,0,0556,1722, ,0.0,0.0,29.42,30.13,4.7,18,5.6
2529,2,2013-10-08,76,49,63,M,46,53,2,0,-,-, ,M,0.0,29.49,30.13,4.0,17,5.0
2530,1,2013-10-09,71,48,60, 5,47,53,5,0,0557,1720, ,0.0,0.0,29.45,30.18,3.6,12,4.6
2531,2,2013-10-09,70,52,61,M,47,53,4,0,-,-, ,M,0.0,29.52,30.18,3.4,11,4.9
2532,1,2013-10-10,74,46,60, 5,50,55,5,0,0558,1719,BR,0.0,0.0,29.37,30.11,2.9,13,3.9
2533,2,2013-10-10,75,51,63,M,49,55,2,0,-,-, ,M,0.0,29.44,30.11,3.0,12,3.8
2534,1,2013-10-11,76,51,64,10,51,56,1,0,0559,1717, ,0.0,0.0,29.28,30.02,7.3,14,7.7
2535,2,2013-10-11,77,56,67,M,48,56,0,2,-,-, ,M,0.0,29.36,30.02,6.1,14,6.9
2536,1,2013-10-12,73,46,60, 6,54,57,5,0,0600,1715,RA BR,0.0,0.12,29.32,30.02,5.7,21,7.4
2537,2,2013-10-12,73,53,63,M,52,57,2,0,-,-, ,M,0.01,29.39,30.02,6.0,21,8.6
2538,1,2013-10-13,64,44,54, 1,41,48,11,0,0602,1714, ,0.0,0.0,29.62,30.32,5.3,32,6.6
2539,2,2013-10-13,65,46,56,M,40,48,9,0,-,-, ,M,0.0,29.68,30.33,3.1,34,5.0
2540,1,2013-10-14,62,42,52,-1,44,49,13,0,0603,1712, ,0.0,0.0,29.53,30.29,6.6,8,8.4
2541,2,2013-10-14,62,45,54,M,43,49,11,0,-,-, ,M,0.0,29.59,30.29,7.2,8,8.4
2542,1,2013-10-15,64,49,57, 4,51,54,8,0,0604,1711,RA BR,0.0,0.07,29.14,29.91,7.6,19,10.6
2543,2,2013-10-15,65,51,58,M,50,54,7,0,-,-,RA BR,M,0.09,29.22,29.92,6.9,19,9.7
2544,1,2013-10-16,54,47,51,-1,45,48,14,0,0605,1709,DZ,0.0,0.005,29.16,29.89,10.5,25,10.8
2545,2,2013-10-16,54,47,51,M,43,47,14,0,-,-,DZ,M,0.005,29.23,29.91,10.5,25,10.7
2546,1,2013-10-17,53,40,47,-5,44,46,18,0,0606,1707,RA BR,0.0,0.29,29.12,29.86,6.1,26,6.9
2547,2,2013-10-17,54,44,49,M,43,47,16,0,-,-,RA BR HZ,M,0.17,29.2,29.88,7.1,24,7.9
2548,1,2013-10-18,50,39,45,-6,40,43,20,0,0607,1706, ,0.0,0.0,29.18,29.91,8.3,26,8.7
2549,2,2013-10-18,50,42,46,M,39,43,19,0,-,-, ,M,0.0,29.26,29.93,7.9,25,8.6
2550,1,2013-10-19,54,42,48,-3,37,42,17,0,0608,1704,RA,0.0,0.01,29.1,29.83,8.9,25,9.2
2551,2,2013-10-19,54,43,49,M,36,43,16,0,-,-,RA,M,0.01,29.17,29.85,10.1,24,10.4
2552,1,2013-10-20,61,36,49,-1,42,46,16,0,0610,1703,RA,0.0,0.01,29.07,29.8,5.1,20,6.1
2553,2,2013-10-20,65,41,53,M,41,47,12,0,-,-,RA,M,0.02,29.15,29.82,7.5,21,8.4
2554,1,2013-10-21,55,33,44,-6,31,38,21,0,0611,1701, ,0.0,0.005,29.19,29.9,10.8,27,11.5
2555,2,2013-10-21,55,36,46,M,32,40,19,0,-,-,RA,M,0.03,29.26,29.92,10.3,27,10.8
2556,1,2013-10-22,42,29,36,-14,31,34,29,0,0612,1660,RA,  T,0.005,29.21,29.95,5.4,26,6.1
2557,2,2013-10-22,41,31,36,M,31,35,29,0,-,-,RA DZ BR,M,0.03,29.28,29.97,4.6,26,5.4
2558,1,2013-10-23,46,32,39,-10,27,34,26,0,0613,1658, ,0.0,0.005,29.24,29.98,9.2,30,10.0
2559,2,2013-10-23,46,32,39,M,27,34,26,0,-,-,RA SN,M,0.005,29.32,30.0,9.2,29,9.2
2560,1,2013-10-24,44,31,38,-11,25,33,27,0,0614,1657, ,  T,0.005,29.45,30.16,10.3,30,10.9
2561,2,2013-10-24,44,34,39,M,25,34,26,0,-,-, ,M,0.0,29.52,30.2,9.2,30,9.9
2562,1,2013-10-25,51,29,40,-8,26,35,25,0,0616,1656, ,0.0,0.0,29.47,30.24,10.8,24,11.7
2563,2,2013-10-25,51,29,40,M,26,36,25,0,-,-, ,M,0.0,29.57,30.28,10.4,23,11.3
2564,1,2013-10-26,55,37,46,-2,29,39,19,0,0617,1654, ,0.0,0.0,29.22,29.96,10.9,27,14.2
2565,2,2013-10-26,55,38,47,M,29,39,18,0,-,-, ,M,0.0,29.3,29.98,10.5,26,13.4
2566,1,2013-10-27,54,29,42,-6,29,37,23,0,0618,1653, ,0.0,0.0,29.28,30.02,6.3,23,6.6
2567,2,2013-10-27,55,32,44,M,29,38,21,0,-,-, ,M,0.0,29.37,30.05,6.4,23,6.7
2568,1,2013-10-28,53,35,44,-3,37,41,21,0,0619,1651, ,0.0,0.0,29.54,30.26,9.0,4,9.4
2569,2,2013-10-28,54,36,45,M,38,42,20,0,-,-, ,M,0.0,29.6,30.26,8.8,4,10.3
2570,1,2013-10-29,57,42,50, 3,40,45,15,0,0620,1650, ,0.0,0.005,29.49,30.25,6.1,10,7.5
2571,2,2013-10-29,57,43,50,M,39,45,15,0,-,-,RA HZ,M,0.005,29.57,30.26,5.9,11,6.6
2572,1,2013-10-30,63,43,53, 7,52,53,12,0,0622,1649,RA BR HZ,0.0,0.55,29.22,30.0,6.6,15,7.5
2573,2,2013-10-30,64,47,56,M,52,53,9,0,-,-,RA BR HZ,M,1.16,29.29,30.01,5.3,14,6.2
2574,1,2013-10-31,64,46,55, 9,56,57,10,0,0623,1647,RA BR,0.0,1.04,28.69,29.45,9.4,24,11.5
2575,2,2013-10-31,65,47,56,M,56,57,9,0,-,-,RA BR,M,2.03,28.77,29.47,9.5,23,11.4
2576,1,2014-05-01,49,42,46,-7,38,42,19,0,0448,1849,RA DZ BR,0.0,0.09,29.02,29.74,13.5,24,13.4
2577,2,2014-05-01,50,43,47,M,42,44,18,0,-,-,RA DZ,M,0.09,29.1,29.76,14.1,24,14.0
2578,1,2014-05-02,53,46,50,-4,39,45,15,0,0447,1850, ,0.0,0.005,29.03,29.77,10.2,24,11.5
2579,2,2014-05-02,80,47,64,M,43,47,15,0,-,-,RA,M,0.04,29.1,29.79,10.7,23,11.9
2580,1,2014-05-03,67,46,57, 3,37,48,8,0,0446,1851, ,0.0,0.0,29.07,29.77,13.8,28,14.7
2581,2,2014-05-03,68,49,59,M,39,49,6,0,-,-, ,M,0.0,29.13,29.77,13.3,28,14.1
2582,1,2014-05-04,58,44,51,-3,29,41,14,0,0444,1852, ,0.0,0.0,29.31,30.01,4.8,3,10.0
2583,2,2014-05-04,61,47,54,M,31,43,11,0,-,-, ,M,0.0,29.37,30.01,5.6,4,11.1
2584,1,2014-05-05,55,43,49,-6,34,42,16,0,0443,1853,RA,0.0,0.05,29.26,29.98,12.6,5,13.1
2585,2,2014-05-05,59,45,52,M,36,44,13,0,-,-,RA,M,0.01,29.31,29.98,12.5,5,13.8
2586,1,2014-05-06,63,41,52,-3,34,45,13,0,0442,1855, ,0.0,0.0,29.21,29.95,12.6,7,13.7
2587,2,2014-05-06,63,45,54,M,38,47,11,0,-,-, ,M,0.0,29.26,29.94,12.9,7,13.7
2588,1,2014-05-07,78,48,63, 8,42,50,2,0,0441,1856, ,0.0,0.005,29.1,29.82,7.5,8,8.9
2589,2,2014-05-07,80,52,66,M,47,55,0,1,-,-,RA,M,0.005,29.15,29.81,6.3,10,9.3
2590,1,2014-05-08,89,51,70,14,55,63,0,5,0439,1857,RA,0.0,0.1,29.08,29.8,13.7,21,14.2
2591,2,2014-05-08,93,68,81,M,58,66,0,16,-,-, ,M,0.0,29.15,29.79,13.8,20,14.3
2592,1,2014-05-09,73,54,64, 8,52,58,1,0,0438,1858,RA BR,0.0,1.03,29.03,29.74,13.2,24,16.0
2593,2,2014-05-09,76,57,67,M,56,61,0,2,-,-,TSRA RA BR,M,1.43,29.1,29.73,12.4,23,15.3
2594,1,2014-05-10,77,47,62, 6,42,52,3,0,0437,1859, ,0.0,0.0,29.19,29.91,2.9,25,6.9
2595,2,2014-05-10,77,52,65,M,44,54,0,0,-,-, ,M,0.0,29.26,29.9,3.1,20,6.8
2596,1,2014-05-11,81,52,67,10,53,59,0,2,0436,1860, ,0.0,0.12,29.19,29.91,7.6,16,8.9
2597,2,2014-05-11,85,63,74,M,55,61,0,9,-,-,TSRA,M,0.41,29.26,29.9,7.8,17,10.1
2598,1,2014-05-12,84,64,74,17,64,67,0,9,0435,1901,TS TSRA BR,0.0,2.09,29.13,29.85,6.6,19,12.0
2599,2,2014-05-12,86,65,76,M,67,70,0,11,-,-,TS RA BR,M,0.03,29.2,29.84,11.1,19,12.5
2600,1,2014-05-13,67,52,60, 2,53,56,5,0,0434,1902,RA BR,0.0,0.12,29.29,29.98,9.5,26,12.3
2601,2,2014-05-13,70,54,62,M,55,58,3,0,-,-,RA,M,0.14,29.35,29.97,8.1,25,10.8
2602,1,2014-05-14,56,44,50,-8,39,46,15,0,0433,1903,RA BR,0.0,0.02,29.36,30.09,10.9,2,12.0
2603,2,2014-05-14,57,44,51,M,41,48,14,0,-,-,RA BR,M,0.06,29.41,30.08,11.4,1,12.5
2604,1,2014-05-15,55,40,48,-10,35,41,17,0,0432,1904,RA,0.0,0.19,29.26,30.0,10.3,1,13.6
2605,2,2014-05-15,57,42,50,M,38,43,15,0,-,-,RA BR,M,0.26,29.32,30.0,9.2,1,13.6
2606,1,2014-05-16,46,37,42,-17,34,38,23,0,0431,1905,RA DZ,0.0,0.1,29.33,30.05,4.9,6,8.0
2607,2,2014-05-16,45,41,43,M,37,40,22,0,-,-,RA,M,0.08,29.39,30.06,6.6,5,9.1
2608,1,2014-05-17,60,39,50,-9,33,42,15,0,0430,1906,BR,0.0,0.0,29.4,30.12,7.7,26,8.5
2609,2,2014-05-17,61,41,51,M,34,44,14,0,-,-,BR,M,0.0,29.47,30.14,7.6,24,8.2
2610,1,2014-05-18,69,47,58,-2,37,48,7,0,0429,1907, ,0.0,0.0,29.47,30.19,9.8,22,10.5
2611,2,2014-05-18,70,48,59,M,38,49,6,0,-,-, ,M,0.0,29.54,30.2,8.5,21,9.2
2612,1,2014-05-19,69,45,57,-3,40,50,8,0,0428,1908,RA,0.0,0.005,29.34,30.1,12.7,16,13.3
2613,2,2014-05-19,71,53,62,M,40,52,3,0,-,-,RA,M,0.005,29.41,30.1,11.3,16,12.0
2614,1,2014-05-20,85,62,74,13,58,63,0,9,0427,1909,TS TSRA RA BR,0.0,0.82,29.12,29.86,9.9,20,11.1
2615,2,2014-05-20,87,63,75,M,60,65,0,10,-,-,TS TSRA BR,M,0.64,29.19,29.85,10.5,20,11.9
2616,1,2014-05-21,86,63,75,14,55,63,0,10,0426,1910,RA BR HZ,0.0,0.01,29.16,29.86,4.4,31,7.5
2617,2,2014-05-21,89,68,79,M,58,66,0,14,-,-,HZ,M,0.01,29.21,29.84,4.8,30,7.9
2618,1,2014-05-22,70,53,62, 1,47,54,3,0,0425,1911, ,0.0,0.0,29.36,30.06,4.0,5,6.8
2619,2,2014-05-22,69,54,62,M,50,56,3,0,-,-, ,M,0.0,29.42,30.05,5.4,5,7.5
2620,1,2014-05-23,69,48,59,-2,43,51,6,0,0425,1912, ,0.0,0.0,29.47,30.18,6.2,5,6.5
2621,2,2014-05-23,68,51,60,M,46,52,5,0,-,-, ,M,0.0,29.52,30.17,5.1,5,6.0
2622,1,2014-05-24,74,47,61,-1,42,52,4,0,0424,1913, ,0.0,0.0,29.44,30.18,3.9,6,5.2
2623,2,2014-05-24,74,50,62,M,45,53,3,0,-,-, ,M,0.0,29.5,30.17,3.2,7,4.6
2624,1,2014-05-25,83,50,67, 5,46,56,0,2,0423,1914, ,0.0,0.0,29.35,30.08,2.3,15,5.0
2625,2,2014-05-25,85,54,70,M,49,58,0,5,-,-, ,M,0.0,29.41,30.08,1.7,15,4.5
2626,1,2014-05-26,87,61,74,12,59,65,0,9,0422,1915, ,0.0,0.0,29.25,29.98,5.9,21,7.5
2627,2,2014-05-26,90,67,79,M,62,67,0,14,-,-,TS,M,0.08,29.31,29.97,6.3,21,7.7
2628,1,2014-05-27,85,58,72,10,61,65,0,7,0422,1916,RA BR,0.0,0.21,29.21,29.91,5.3,25,10.0
2629,2,2014-05-27,85,61,73,M,65,68,0,8,-,-,RA BR,M,0.5,29.26,29.9,5.3,24,9.7
2630,1,2014-05-28,71,56,64, 1,49,55,1,0,0421,1916,RA BR,0.0,0.03,29.29,30.0,9.1,4,9.3
2631,2,2014-05-28,73,58,66,M,54,59,0,1,-,-,RA BR HZ,M,0.68,29.35,29.99,8.3,4,9.1
2632,1,2014-05-29,76,54,65, 1,51,57,0,0,0421,1917, ,0.0,0.0,29.38,30.09,8.4,5,9.0
2633,2,2014-05-29,77,57,67,M,55,59,0,2,-,-, ,M,0.0,29.42,30.07,8.8,4,9.7
2634,1,2014-05-30,79,53,66, 2,49,57,0,1,0420,1918, ,0.0,0.0,29.44,30.15,6.1,6,7.0
2635,2,2014-05-30,79,57,68,M,53,59,0,3,-,-, ,M,0.0,29.49,30.13,7.1,7,8.0
2636,1,2014-05-31,88,54,71, 7,50,59,0,6,0420,1919, ,0.0,0.0,29.39,30.12,5.8,12,8.0
2637,2,2014-05-31,89,60,75,M,53,62,0,10,-,-, ,M,0.0,29.45,30.1,5.1,11,7.4
2638,1,2014-06-01,90,63,77,13,59,66,0,12,0419,1920, ,0.0,0.005,29.24,29.96,12.9,18,13.0
2639,2,2014-06-01,92,69,81,M,60,68,0,16,-,-, ,M,0.005,29.31,29.95,12.0,18,12.1
2640,1,2014-06-02,83,68,76,12,62,67,0,11,0419,1920,RA,0.0,0.14,29.11,29.83,13.2,22,14.6
2641,2,2014-06-02,85,69,77,M,65,70,0,12,-,-, ,M,0.2,29.18,29.82,13.4,22,15.0
2642,1,2014-06-03,81,66,74,10,50,60,0,9,0418,1921, ,0.0,0.0,29.18,29.89,7.2,28,9.8
2643,2,2014-06-03,82,70,76,M,53,62,0,11,-,-, ,M,0.0,29.24,29.88,3.7,29,10.5
2644,1,2014-06-04,70,55,63,-1,53,57,2,0,0418,1922,RA BR,0.0,0.19,29.13,29.85,7.8,6,9.3
2645,2,2014-06-04,72,58,65,M,56,59,0,0,-,-,RA BR,M,0.12,29.18,29.84,8.5,6,10.9
2646,1,2014-06-05,76,52,64,-1,42,53,1,0,0417,1923, ,0.0,0.0,29.23,29.95,5.0,6,6.0
2647,2,2014-06-05,75,56,66,M,44,55,0,1,-,-, ,M,0.0,29.29,29.94,6.5,6,7.8
2648,1,2014-06-06,81,49,65,-1,40,54,0,0,0417,1923, ,0.0,0.0,29.26,29.98,3.9,11,4.9
2649,2,2014-06-06,82,54,68,M,42,55,0,3,-,-, ,M,0.0,29.32,29.97,4.8,9,5.6
2650,1,2014-06-07,84,57,71, 5,50,59,0,6,0417,1924,RA,0.0,0.08,29.18,29.91,3.3,9,7.7
2651,2,2014-06-07,85,62,74,M,51,60,0,9,-,-,RA,M,0.12,29.23,29.89,4.2,10,7.1
2652,1,2014-06-08,72,54,63,-3,44,53,2,0,0417,1925,RA,0.0,0.23,29.28,29.98,13.9,2,14.1
2653,2,2014-06-08,70,55,63,M,48,55,2,0,-,-,RA BR,M,0.21,29.33,29.97,15.4,1,15.7
2654,1,2014-06-09,78,55,67, 1,48,55,0,2,0416,1925, ,0.0,0.0,29.24,29.96,7.7,4,8.5
2655,2,2014-06-09,79,56,68,M,52,58,0,3,-,-, ,M,0.0,29.29,29.94,6.3,4,8.0
2656,1,2014-06-10,66,56,61,-6,51,55,4,0,0416,1926,RA BR,0.0,1.26,29.12,29.87,10.0,3,10.3
2657,2,2014-06-10,70,59,65,M,56,59,0,0,-,-,RA DZ BR,M,0.45,29.17,29.85,8.3,3,9.1
2658,1,2014-06-11,67,57,62,-5,55,58,3,0,0416,1926,RA DZ BR,0.0,0.52,29.0,29.71,6.4,34,7.4
2659,2,2014-06-11,69,62,66,M,60,62,0,1,-,-,RA DZ BR HZ,M,0.03,29.05,29.7,2.2,36,5.8
2660,1,2014-06-12,79,58,69, 1,56,62,0,4,0416,1927,DZ BR,0.0,0.005,29.08,29.78,8.6,27,10.0
2661,2,2014-06-12,82,63,73,M,59,64,0,8,-,-,DZ BR,M,0.01,29.13,29.77,8.9,26,9.8
2662,1,2014-06-13,75,55,65,-3,41,52,0,0,0416,1927, ,0.0,0.0,29.26,29.96,6.4,31,9.8
2663,2,2014-06-13,75,57,66,M,45,55,0,1,-,-, ,M,0.0,29.32,29.95,3.4,34,7.5
2664,1,2014-06-14,79,52,66,-2,43,55,0,1,0416,1928, ,0.0,0.0,29.31,30.03,7.8,17,8.3
2665,2,2014-06-14,80,57,69,M,43,56,0,4,-,-, ,M,0.0,29.37,30.02,7.5,17,8.6
2666,1,2014-06-15,84,60,72, 4,55,63,0,7,0416,1928, ,0.0,0.0,29.17,29.89,14.3,19,15.7
2667,2,2014-06-15,86,64,75,M,58,65,0,10,-,-, ,M,0.005,29.24,29.89,13.4,19,14.5
2668,1,2014-06-16,88,67,78, 9,61,67,0,13,0416,1929, ,0.0,0.0,29.24,29.97,7.4,21,8.7
2669,2,2014-06-16,90,69,80,M,64,70,0,15,-,-, ,M,0.0,29.31,29.96,7.1,21,8.8
2670,1,2014-06-17,91,77,84,15,64,70,0,19,0416,1929,RA,0.0,0.005,29.15,29.86,9.1,22,12.6
2671,2,2014-06-17,93,79,86,M,68,74,0,21,-,-, ,M,0.0,29.22,29.85,11.5,21,13.9
2672,1,2014-06-18,82,61,72, 2,63,66,0,7,0416,1929,TS TSRA BR HZ,0.0,0.65,29.24,29.93,2.0,23,10.2
2673,2,2014-06-18,85,63,74,M,67,70,0,9,-,-,TS TSRA RA BR,M,0.8,29.29,29.92,3.3,23,10.6
2674,1,2014-06-19,79,59,69,-1,61,64,0,4,0416,1930,TSRA FG+ BR HZ,0.0,0.32,29.33,30.04,6.0,7,8.2
2675,2,2014-06-19,82,60,71,M,66,68,0,6,-,-,TSRA RA BR HZ,M,0.39,29.39,30.03,5.4,6,7.6
2676,1,2014-06-20,85,63,74, 4,63,67,0,9,0416,1930,BR HZ,0.0,0.01,29.23,29.94,2.6,30,8.5
2677,2,2014-06-20,86,66,76,M,67,70,0,11,-,-,RA BR VCFG,M,0.03,29.28,29.93,2.6,29,8.8
2678,1,2014-06-21,84,60,72, 2,62,65,0,7,0416,1930,RA BR,0.0,1.28,29.21,29.92,0.7,17,7.3
2679,2,2014-06-21,85,63,74,M,65,67,0,9,-,-,RA BR,M,0.73,29.26,29.91,2.1,17,6.5
2680,1,2014-06-22,82,63,73, 3,61,64,0,8,0417,1931,FG+ BR HZ,0.0,0.0,29.16,29.88,4.4,7,4.9
2681,2,2014-06-22,82,66,74,M,64,67,0,9,-,-,BR,M,0.0,29.23,29.87,4.8,8,5.8
2682,1,2014-06-23,81,66,74, 4,65,68,0,9,0417,1931,RA BR,0.0,0.05,29.11,29.83,2.9,22,5.5
2683,2,2014-06-23,84,69,77,M,69,71,0,12,-,-,RA BR,M,0.16,29.18,29.82,1.9,22,5.5
2684,1,2014-06-24,87,70,79, 8,65,69,0,14,0417,1931,TSRA RA,0.0,0.41,29.15,29.85,0.8,36,4.7
2685,2,2014-06-24,85,70,78,M,70,72,0,13,-,-,RA BR,M,1.15,29.21,29.83,0.9,15,5.7
2686,1,2014-06-25,80,59,70,-1,58,61,0,5,0417,1931,FG+ FG BR HZ,0.0,0.005,29.28,29.98,6.8,4,7.3
2687,2,2014-06-25,79,62,71,M,63,65,0,6,-,-,BR HZ,M,0.02,29.34,29.96,5.3,4,6.2
2688,1,2014-06-26,78,59,69,-2,57,61,0,4,0418,1931,BR HZ,0.0,0.0,29.34,30.04,6.2,5,6.8
2689,2,2014-06-26,77,60,69,M,60,63,0,4,-,-,BR HZ,M,0.0,29.38,30.03,5.5,6,7.1
2690,1,2014-06-27,88,59,74, 3,62,67,0,9,0418,1931,FG BR HZ,0.0,0.005,29.28,30.0,7.9,16,9.8
2691,2,2014-06-27,91,62,77,M,65,70,0,12,-,-,BR HZ,M,0.0,29.34,29.98,7.2,16,9.0
2692,1,2014-06-28,87,71,79, 8,67,70,0,14,0419,1931, ,0.0,0.0,29.23,29.96,11.8,18,12.1
2693,2,2014-06-28,88,75,82,M,70,73,0,17,-,-,TS TSRA,M,0.16,29.31,29.95,11.1,17,11.7
2694,1,2014-06-29,85,69,77, 6,67,71,0,12,0419,1931,RA,0.0,0.07,29.2,29.9,12.3,21,12.9
2695,2,2014-06-29,88,71,80,M,70,73,0,15,-,-, ,M,0.04,29.26,29.89,12.4,21,13.2
2696,1,2014-06-30,87,67,77, 5,67,70,0,12,0419,1931,TS TSRA RA,0.0,2.6,29.05,29.77,6.3,20,12.6
2697,2,2014-06-30,88,68,78,M,71,73,0,13,-,-,TS TSRA RA BR,M,2.06,29.1,29.75,9.0,19,12.7
2698,1,2014-07-01,80,67,74, 2,60,65,0,9,0420,1931,RA,0.0,0.005,29.02,29.72,12.3,24,12.4
